symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update
LVRO,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.2336,1.4286,3.8394,2.7343749999999973,0.8571428571428571,2023-09-19 13:45:00+00:00,29,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-25T16:15:00+00:00, 2023-09-05T18:45:00+00:00, 2023-09-06T15:30:00+00:00, 2023-09-06T20:00:00+00:00, 2023-09-11T20:00:00+00:00, 2023-09-14T13:45:00+00:00, 2023-09-18T20:00:00+00:00]","[2023-08-25T16:45:00+00:00, 2023-09-05T19:15:00+00:00, 2023-09-06T15:45:00+00:00, 2023-09-06T20:15:00+00:00, 2023-09-12T13:30:00+00:00, 2023-09-14T14:30:00+00:00, 2023-09-19T13:45:00+00:00]","[2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[0.3700000000000001, 0.1299999999999999, 0.17499999999999982, 0.6300000000000008, -0.05999999999999961, 0.16000000000000014, 0.23000000000000043]","[6.890130353817507, 2.0408163265306105, 2.7343749999999973, 10.32786885245903, -0.8875739644970357, 2.3880597014925393, 3.382352941176477]",2023-10-12 19:08:49
VEON,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.1967,1.5714,1.0200,1.2261726279717433,0.8571428571428571,2023-09-27 16:15:00+00:00,21,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-12T12:30:00+00:00, 2023-09-18T14:00:00+00:00, 2023-09-20T13:30:00+00:00, 2023-09-22T13:30:00+00:00, 2023-09-22T21:00:00+00:00, 2023-09-26T13:45:00+00:00, 2023-09-27T14:00:00+00:00]","[2023-09-12T13:30:00+00:00, 2023-09-18T14:30:00+00:00, 2023-09-20T15:45:00+00:00, 2023-09-22T14:30:00+00:00, 2023-09-25T13:45:00+00:00, 2023-09-26T14:30:00+00:00, 2023-09-27T16:15:00+00:00]","[1.0, 2.0, 1.0, 2.0, 3.0, 1.0, 1.0]","[-0.4399999999999977, 0.22900000000000276, 0.6400000000000006, 0.03500000000000014, 0.2799999999999976, 0.4499999999999993, 0.18299999999999983]","[-2.606635071090034, 1.2261726279717433, 3.4316353887399496, 0.1828631138975974, 1.509433962264138, 2.4258760107816673, 0.9708222811671078]",2023-10-12 20:12:17
NOBL,ALGO_EMA_RSI_ADX_BB_CGPT,8,7,1,0.7923,1.8750,0.8527,0.6356577178786328,0.875,2023-09-20 20:15:00+00:00,28,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-29T00:00:00+00:00, 2023-08-29T22:00:00+00:00, 2023-08-31T18:45:00+00:00, 2023-08-31T19:30:00+00:00, 2023-08-31T20:00:00+00:00, 2023-08-31T20:45:00+00:00, 2023-09-20T18:15:00+00:00, 2023-09-20T19:00:00+00:00]","[2023-08-29T11:00:00+00:00, 2023-08-30T00:00:00+00:00, 2023-08-31T19:15:00+00:00, 2023-08-31T19:45:00+00:00, 2023-08-31T20:15:00+00:00, 2023-08-31T21:15:00+00:00, 2023-09-20T18:45:00+00:00, 2023-09-20T20:15:00+00:00]","[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 5.0]","[0.16899999999999693, 1.213000000000008, -0.009000000000000341, 0.02400000000000091, 1.024000000000001, 1.382000000000005, 0.10500000000000398, 2.430000000000007]","[0.1811302959175985, 1.3046517881150934, -0.009566123169150679, 0.025509119510225872, 1.0901851398396671, 1.47695332955724, 0.11383347788378577, 2.6392961876832923]",2023-10-12 19:21:17
CIFR,ALGO_EMA_RSI_ADX_BB_CGPT,9,8,1,0.0286,1.1111,0.8525,1.133144475920681,0.8888888888888888,2023-09-29 12:30:00+00:00,19,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-09T14:30:00+00:00, 2023-08-09T15:00:00+00:00, 2023-08-09T18:00:00+00:00, 2023-08-10T15:00:00+00:00, 2023-08-10T17:30:00+00:00, 2023-08-14T13:45:00+00:00, 2023-08-14T20:45:00+00:00, 2023-08-31T11:30:00+00:00, 2023-09-29T12:15:00+00:00]","[2023-08-09T14:45:00+00:00, 2023-08-09T15:15:00+00:00, 2023-08-09T18:15:00+00:00, 2023-08-10T15:15:00+00:00, 2023-08-10T17:45:00+00:00, 2023-08-14T14:00:00+00:00, 2023-08-14T22:00:00+00:00, 2023-08-31T11:45:00+00:00, 2023-09-29T12:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[0.009999999999999787, 0.0129999999999999, 0.005999999999999783, 0.040000000000000036, -0.028000000000000025, 0.06600000000000028, 0.08000000000000007, 0.040000000000000036, 0.03000000000000025]","[0.276243093922646, 0.36111111111110833, 0.17026106696934687, 1.133144475920681, -0.8039046798736729, 1.8782014797951136, 2.2099447513812174, 1.1976047904191627, 1.2500000000000104]",2023-10-12 18:05:03
FWRG,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.1071,1.4286,0.5792,0.21124900977028097,0.8571428571428571,2023-09-20 15:15:00+00:00,28,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-23T13:30:00+00:00, 2023-08-30T17:00:00+00:00, 2023-08-30T18:30:00+00:00, 2023-08-30T19:30:00+00:00, 2023-09-08T17:45:00+00:00, 2023-09-15T14:15:00+00:00, 2023-09-20T15:00:00+00:00]","[2023-08-23T13:45:00+00:00, 2023-08-30T17:30:00+00:00, 2023-08-30T18:45:00+00:00, 2023-08-30T20:30:00+00:00, 2023-09-08T18:00:00+00:00, 2023-09-15T14:30:00+00:00, 2023-09-20T15:15:00+00:00]","[1.0, 2.0, 1.0, 3.0, 1.0, 1.0, 1.0]","[0.5150000000000006, 0.010000000000001563, 0.0400000000000027, -0.07000000000000028, 0.0400000000000027, 0.14000000000000057, 0.07499999999999929]","[2.7989130434782643, 0.05241090146751344, 0.2102496714849025, -0.3701745108408265, 0.21124900977028097, 0.7506702412868663, 0.4007480630510248]",2023-10-12 18:37:24
NSS,ALGO_EMA_RSI_ADX_BB_CGPT,10,9,1,0.1392,1.6000,0.5512,0.17929074113320792,0.9,2023-09-29 21:15:00+00:00,19,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-31T15:00:00+00:00, 2023-09-01T12:45:00+00:00, 2023-09-05T14:15:00+00:00, 2023-09-06T14:45:00+00:00, 2023-09-11T19:45:00+00:00, 2023-09-12T13:30:00+00:00, 2023-09-14T13:30:00+00:00, 2023-09-19T23:00:00+00:00, 2023-09-20T17:15:00+00:00, 2023-09-29T20:00:00+00:00]","[2023-08-31T15:45:00+00:00, 2023-09-01T13:45:00+00:00, 2023-09-05T14:45:00+00:00, 2023-09-06T15:45:00+00:00, 2023-09-11T23:00:00+00:00, 2023-09-12T14:15:00+00:00, 2023-09-14T13:45:00+00:00, 2023-09-20T10:00:00+00:00, 2023-09-20T17:30:00+00:00, 2023-09-29T21:15:00+00:00]","[1.0, 2.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 3.0]","[0.023999999999997357, 0.8439999999999976, 0.06700000000000017, 0.053999999999998494, 0.01899999999999835, 0.15500000000000114, 0.02699999999999747, 0.21399999999999864, 0.0379999999999967, -0.05000000000000071]","[0.09414718343008535, 3.384529013113035, 0.2605584506494523, 0.2100105005250204, 0.07391845627139103, 0.605303237396029, 0.1042954264524006, 0.824789948354269, 0.1485709817413954, -0.19364833462432499]",2023-10-12 19:22:30
NYCB,ALGO_EMA_RSI_ADX_BB_CGPT,10,9,1,0.0599,1.6000,0.5097,0.4019567693110353,0.9,2023-09-28 21:30:00+00:00,20,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-28T23:30:00+00:00, 2023-08-30T18:00:00+00:00, 2023-08-30T21:30:00+00:00, 2023-08-31T21:15:00+00:00, 2023-09-05T11:00:00+00:00, 2023-09-05T13:45:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-12T20:45:00+00:00, 2023-09-26T17:45:00+00:00, 2023-09-28T20:45:00+00:00]","[2023-08-29T11:00:00+00:00, 2023-08-30T18:15:00+00:00, 2023-08-30T22:30:00+00:00, 2023-08-31T21:45:00+00:00, 2023-09-05T12:00:00+00:00, 2023-09-05T14:15:00+00:00, 2023-09-11T23:00:00+00:00, 2023-09-12T21:00:00+00:00, 2023-09-26T18:00:00+00:00, 2023-09-28T21:30:00+00:00]","[2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 3.0, 1.0, 1.0, 2.0]","[0.14000000000000057, -0.0039999999999995595, 0.03999999999999915, 0.08999999999999986, 0.010000000000001563, 0.009999999999999787, 0.11000000000000121, 0.04800000000000004, 0.04499999999999993, 0.10999999999999943]","[1.1794439764111253, -0.033500837520934336, 0.3358522250209836, 0.7383100902378987, 0.08136696501221777, 0.0834028356964119, 0.928270042194103, 0.40302267002518927, 0.40089086859688133, 0.9795191451469228]",2023-10-12 19:24:21
STAG,ALGO_EMA_RSI_ADX_BB_CGPT,9,8,1,0.1460,1.3333,0.4060,0.16293841480253382,0.8888888888888888,2023-09-20 20:15:00+00:00,28,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-08T16:00:00+00:00, 2023-08-30T23:45:00+00:00, 2023-09-01T20:30:00+00:00, 2023-09-14T22:00:00+00:00, 2023-09-15T15:15:00+00:00, 2023-09-18T13:45:00+00:00, 2023-09-20T18:15:00+00:00, 2023-09-20T19:15:00+00:00, 2023-09-20T19:45:00+00:00]","[2023-08-08T16:15:00+00:00, 2023-08-31T12:00:00+00:00, 2023-09-01T21:00:00+00:00, 2023-09-14T22:15:00+00:00, 2023-09-15T15:30:00+00:00, 2023-09-18T14:00:00+00:00, 2023-09-20T18:30:00+00:00, 2023-09-20T19:30:00+00:00, 2023-09-20T20:15:00+00:00]","[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[0.03999999999999915, 0.23900000000000432, 0.8170000000000002, -0.1600000000000037, 0.0800000000000054, 0.19899999999999807, 0.020000000000003126, 0.0589999999999975, 0.01999999999999602]","[0.11212962184284794, 0.6562508580686025, 2.2750689203865115, -0.435279394961651, 0.22033104739873147, 0.5517050180205103, 0.05508276184968776, 0.16293841480253382, 0.05534034311011628]",2023-10-12 19:57:55
GBCI,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0957,1.1429,0.3179,0.32722513089005706,0.8571428571428571,2023-09-27 15:15:00+00:00,21,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-10T17:00:00+00:00, 2023-08-10T17:30:00+00:00, 2023-08-30T13:45:00+00:00, 2023-09-05T18:45:00+00:00, 2023-09-27T13:45:00+00:00, 2023-09-27T14:15:00+00:00, 2023-09-27T15:00:00+00:00]","[2023-08-10T17:15:00+00:00, 2023-08-10T17:45:00+00:00, 2023-08-30T14:00:00+00:00, 2023-09-05T19:00:00+00:00, 2023-09-27T14:00:00+00:00, 2023-09-27T14:45:00+00:00, 2023-09-27T15:15:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0]","[0.030000000000001137, 0.07000000000000028, 0.22500000000000142, 0.10000000000000142, 0.21999999999999886, -0.14000000000000057, 0.16499999999999915]","[0.08995502248875903, 0.21065302437556513, 0.7340946166394827, 0.32722513089005706, 0.7686932215234062, -0.4905395935529102, 0.5851063829787204]",2023-10-12 18:38:03
ORA,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.2279,1.4286,0.3028,0.30701461656542717,0.8571428571428571,2023-09-20 15:00:00+00:00,28,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-08-30T16:15:00+00:00, 2023-09-01T14:00:00+00:00, 2023-09-01T15:45:00+00:00, 2023-09-08T13:45:00+00:00, 2023-09-15T13:30:00+00:00, 2023-09-15T17:45:00+00:00, 2023-09-20T14:45:00+00:00]","[2023-08-30T16:30:00+00:00, 2023-09-01T14:15:00+00:00, 2023-09-01T16:45:00+00:00, 2023-09-08T14:00:00+00:00, 2023-09-15T13:45:00+00:00, 2023-09-15T18:00:00+00:00, 2023-09-20T15:00:00+00:00]","[1.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0]","[0.23000000000000398, 0.5600000000000023, 0.04000000000000625, 0.22999999999998977, 0.4650000000000034, -0.18999999999999773, 0.2600000000000051]","[0.30508024936994826, 0.7418201086236619, 0.05312084993360724, 0.30701461656542717, 0.6168745025205671, -0.2549651100375708, 0.3506878877798828]",2023-10-12 19:27:27
